contest-tmp2m-14d__tmp2m,index
27.719852,375734
27.776987,375735
28.131746,375736
28.384766,375737
28.561663,375738
28.235088,375739
28.178297,375740
27.890417,375741
28.118074,375742
28.22536,375743
28.6816,375744
29.174707,375745
28.623426,375746
28.1793,375747
28.251198,375748
28.173077,375749
27.889532,375750
27.530985,375751
27.293497,375752
27.150558,375753
27.101639,375754
27.046974,375755
26.777746,375756
26.247822,375757
25.956772,375758
25.510977,375759
24.951832,375760
24.77188,375761
24.422329,375762
24.079197,375763
23.79343,375764
23.903704,375765
24.021927,375766
24.064463,375767
23.923786,375768
23.90964,375769
24.06953,375770
24.075615,375771
24.004854,375772
24.43604,375773
24.653555,375774
24.586535,375775
24.413923,375776
24.169672,375777
23.851843,375778
23.74237,375779
23.552494,375780
23.485344,375781
23.186026,375782
22.977041,375783
23.003841,375784
22.754206,375785
22.837006,375786
22.542133,375787
21.425013,375788
21.264376,375789
21.116888,375790
21.05471,375791
20.148808,375792
19.62881,375793
18.996225,375794
27.486685,375795
27.551277,375796
27.881084,375797
28.03045,375798
28.138746,375799
27.803663,375800
27.935555,375801
27.609133,375802
27.819061,375803
28.03426,375804
28.120981,375805
28.263514,375806
28.175222,375807
27.810953,375808
27.887716,375809
27.863386,375810
27.690441,375811
27.240572,375812
27.079416,375813
27.037418,375814
26.955925,375815
26.902885,375816
26.855354,375817
26.348145,375818
26.030659,375819
25.736319,375820
25.17186,375821
24.676456,375822
24.502407,375823
23.933228,375824
23.89827,375825
24.07075,375826
24.12103,375827
24.067747,375828
23.855646,375829
23.981897,375830
24.265945,375831
24.018866,375832
24.100203,375833
24.488543,375834
24.615313,375835
24.537659,375836
24.388674,375837
24.12867,375838
23.89661,375839
23.663591,375840
23.399317,375841
23.324545,375842
22.945002,375843
22.736074,375844
22.667925,375845
22.696943,375846
22.630875,375847
22.326515,375848
21.502022,375849
20.990627,375850
21.044868,375851
20.763575,375852
20.474272,375853
19.647081,375854
19.219213,375855
28.873436,375856
28.837406,375857
28.9853,375858
29.138632,375859
29.052452,375860
28.738985,375861
28.888762,375862
28.789507,375863
28.700226,375864
28.764017,375865
28.989382,375866
29.41934,375867
29.186457,375868
28.390118,375869
28.163298,375870
27.949007,375871
27.545216,375872
27.334352,375873
27.28079,375874
27.14569,375875
26.931126,375876
26.53448,375877
26.295454,375878
25.82129,375879
25.267015,375880
24.285538,375881
24.312706,375882
24.21301,375883
24.089102,375884
23.812468,375885
23.807901,375886
24.056007,375887
24.550272,375888
24.65056,375889
24.55316,375890
24.625618,375891
24.581083,375892
24.466524,375893
24.611256,375894
24.69338,375895
24.738237,375896
24.716803,375897
24.516987,375898
24.43346,375899
24.236439,375900
24.246353,375901
24.211761,375902
24.143398,375903
23.894758,375904
23.645144,375905
23.186018,375906
23.2348,375907
22.752007,375908
22.203125,375909
21.900747,375910
21.583563,375911
20.990229,375912
20.016136,375913
19.583572,375914
18.797342,375915
18.44921,375916
27.986706,375917
27.99347,375918
28.148197,375919
28.162334,375920
28.153984,375921
27.938995,375922
28.053871,375923
27.79198,375924
27.786121,375925
27.94852,375926
27.978718,375927
28.338507,375928
28.031311,375929
27.696436,375930
27.57055,375931
27.443487,375932
27.09934,375933
26.900585,375934
26.938272,375935
26.759708,375936
26.512402,375937
26.123114,375938
25.85818,375939
25.55214,375940
25.078058,375941
24.32683,375942
24.37412,375943
23.87561,375944
23.82337,375945
23.624977,375946
23.643032,375947
23.706356,375948
24.062199,375949
24.19247,375950
24.109526,375951
24.168472,375952
24.228512,375953
23.982101,375954
24.295843,375955
24.345978,375956
24.395487,375957
24.378414,375958
24.132936,375959
24.086706,375960
23.924875,375961
23.806974,375962
23.739574,375963
23.385275,375964
23.276619,375965
23.14561,375966
23.281414,375967
22.88767,375968
22.513239,375969
21.990072,375970
21.589624,375971
21.257145,375972
20.819136,375973
19.902655,375974
19.545326,375975
18.895996,375976
18.483803,375977
27.6455,375978
27.708292,375979
27.784143,375980
27.833176,375981
27.748196,375982
27.649597,375983
27.60221,375984
27.468166,375985
27.413427,375986
27.411856,375987
27.40205,375988
27.77649,375989
27.594265,375990
27.346687,375991
27.316347,375992
27.255568,375993
26.7519,375994
26.631327,375995
26.645655,375996
26.535976,375997
26.451223,375998
25.73321,375999
25.941746,376000
25.657372,376001
25.171944,376002
24.960115,376003
24.623217,376004
24.537083,376005
24.330748,376006
24.063051,376007
23.804592,376008
23.898518,376009
23.910841,376010
23.988726,376011
24.08435,376012
24.043537,376013
24.080994,376014
23.715122,376015
23.846529,376016
24.351734,376017
24.507774,376018
24.39275,376019
24.349756,376020
24.285265,376021
24.00873,376022
23.8519,376023
23.388977,376024
23.150143,376025
23.23215,376026
23.184008,376027
22.980568,376028
23.303778,376029
23.141928,376030
22.740147,376031
22.497498,376032
21.417797,376033
21.330807,376034
21.099485,376035
20.852922,376036
20.339678,376037
19.565619,376038
29.845167,376039
29.788588,376040
29.807337,376041
29.938997,376042
29.71071,376043
29.875359,376044
30.043018,376045
29.948431,376046
29.968166,376047
29.969915,376048
30.185207,376049
30.437239,376050
30.056633,376051
29.426622,376052
29.069117,376053
28.652958,376054
28.049725,376055
27.641552,376056
27.608953,376057
26.998396,376058
26.485958,376059
26.441343,376060
26.142122,376061
25.944016,376062
25.3925,376063
24.694035,376064
24.640009,376065
24.008364,376066
24.056412,376067
24.021746,376068
24.57381,376069
24.639294,376070
24.750994,376071
24.700806,376072
24.713,376073
24.680298,376074
24.270765,376075
24.173386,376076
24.153383,376077
24.371286,376078
24.466059,376079
24.44247,376080
24.26196,376081
24.086176,376082
23.87285,376083
23.96719,376084
24.00216,376085
23.891573,376086
23.556923,376087
22.955019,376088
22.809324,376089
22.942274,376090
22.603594,376091
22.083895,376092
21.664766,376093
20.699253,376094
20.504261,376095
19.360058,376096
18.547337,376097
18.041176,376098
17.38158,376099
29.162361,376100
29.215397,376101
29.2892,376102
29.43754,376103
29.328768,376104
29.063114,376105
29.290913,376106
29.035913,376107
28.941448,376108
29.018513,376109
29.227924,376110
29.65903,376111
29.316263,376112
28.533552,376113
28.20397,376114
28.024977,376115
27.39131,376116
27.259584,376117
27.115236,376118
26.890966,376119
25.77097,376120
26.028404,376121
26.015003,376122
25.867537,376123
25.258966,376124
24.696243,376125
24.89454,376126
24.65219,376127
24.161808,376128
24.264326,376129
24.215633,376130
24.673553,376131
24.840942,376132
24.84439,376133
24.701803,376134
24.843306,376135
24.587322,376136
24.572607,376137
24.557915,376138
24.728844,376139
24.837355,376140
24.812527,376141
24.57363,376142
24.42322,376143
24.298454,376144
24.33277,376145
24.385149,376146
24.325327,376147
23.98556,376148
23.75644,376149
23.111319,376150
22.976465,376151
22.070147,376152
21.73962,376153
21.333914,376154
20.684738,376155
19.744997,376156
19.10961,376157
18.66237,376158
17.907074,376159
17.511251,376160
27.9852,376161
27.988802,376162
28.083818,376163
28.200794,376164
28.08156,376165
27.649828,376166
27.828726,376167
27.490944,376168
27.55841,376169
27.588963,376170
27.645514,376171
28.00732,376172
27.786785,376173
27.223701,376174
27.061642,376175
26.93325,376176
26.552755,376177
26.405521,376178
26.309513,376179
26.236492,376180
25.472511,376181
25.373238,376182
25.283737,376183
25.062717,376184
24.603329,376185
24.232782,376186
24.060474,376187
23.655216,376188
23.450785,376189
23.486671,376190
23.442768,376191
23.781994,376192
24.026686,376193
23.971752,376194
23.885685,376195
24.08175,376196
24.007847,376197
23.854757,376198
23.734316,376199
24.02153,376200
24.096731,376201
24.025188,376202
23.960316,376203
23.86419,376204
23.691473,376205
23.605951,376206
23.613346,376207
23.450102,376208
23.1746,376209
22.90062,376210
22.27773,376211
22.064253,376212
21.772478,376213
20.999344,376214
20.817228,376215
20.006922,376216
19.122492,376217
18.919737,376218
18.596958,376219
17.80528,376220
17.218533,376221
27.514214,376222
27.588963,376223
27.5783,376224
27.638432,376225
27.685825,376226
27.476538,376227
27.399546,376228
27.23404,376229
27.252548,376230
27.356699,376231
27.334751,376232
27.719925,376233
27.551975,376234
27.05369,376235
27.175478,376236
27.14823,376237
26.7229,376238
26.555397,376239
26.450832,376240
26.38365,376241
25.526083,376242
25.649385,376243
25.106287,376244
24.962587,376245
24.62665,376246
24.28521,376247
23.982882,376248
23.796997,376249
23.621311,376250
23.700336,376251
23.448086,376252
23.577728,376253
23.70152,376254
23.796097,376255
23.824873,376256
23.80881,376257
23.892738,376258
23.494698,376259
23.739143,376260
24.085001,376261
24.19636,376262
24.126709,376263
24.023308,376264
24.007631,376265
23.812286,376266
23.66417,376267
23.455633,376268
23.21049,376269
22.922178,376270
22.525928,376271
22.58233,376272
22.336319,376273
22.195557,376274
21.633919,376275
21.414017,376276
20.756445,376277
19.689606,376278
19.330082,376279
19.1047,376280
18.360489,376281
17.755173,376282
27.172865,376283
27.300415,376284
27.506535,376285
27.497604,376286
27.547579,376287
27.173363,376288
26.988924,376289
26.857475,376290
27.055971,376291
27.169563,376292
27.178911,376293
27.222591,376294
27.194439,376295
26.983948,376296
27.117674,376297
26.904234,376298
26.60498,376299
26.446413,376300
26.436607,376301
26.062296,376302
25.374195,376303
25.427418,376304
25.41359,376305
25.05863,376306
24.516403,376307
24.155289,376308
24.096704,376309
23.759146,376310
23.451283,376311
23.679296,376312
23.650352,376313
23.820585,376314
23.947887,376315
24.016964,376316
23.890026,376317
23.839748,376318
23.912039,376319
23.533173,376320
23.717314,376321
24.256226,376322
24.416336,376323
24.337236,376324
24.278147,376325
24.251865,376326
23.902037,376327
23.64546,376328
23.20586,376329
23.035694,376330
23.062471,376331
22.776138,376332
22.361637,376333
22.550549,376334
22.501244,376335
21.949846,376336
21.644423,376337
21.000515,376338
20.90554,376339
19.981264,376340
19.551834,376341
18.66728,376342
18.26035,376343
22.376799,376344
22.473278,376345
22.588898,376346
22.662506,376347
22.341103,376348
21.956514,376349
21.841534,376350
21.818619,376351
21.826012,376352
21.98087,376353
22.243002,376354
22.323164,376355
22.081902,376356
21.646296,376357
21.80485,376358
21.70103,376359
21.498999,376360
20.805826,376361
20.779085,376362
20.561142,376363
20.307987,376364
20.020359,376365
20.449768,376366
20.088535,376367
19.619207,376368
19.352312,376369
19.46863,376370
19.613787,376371
19.372581,376372
18.83929,376373
18.97652,376374
19.007473,376375
18.902811,376376
18.838026,376377
19.282692,376378
19.32079,376379
19.363379,376380
19.460644,376381
18.9194,376382
19.267696,376383
19.305868,376384
19.352049,376385
19.468153,376386
19.305164,376387
19.28539,376388
19.169697,376389
19.528395,376390
19.452,376391
18.75679,376392
17.984735,376393
18.109901,376394
17.925001,376395
17.54707,376396
16.659204,376397
15.975924,376398
15.3541975,376399
14.896318,376400
14.671824,376401
14.103223,376402
13.237966,376403
12.874415,376404
24.706657,376405
24.801216,376406
24.842548,376407
24.748518,376408
24.686598,376409
24.498394,376410
24.322214,376411
24.264507,376412
24.266943,376413
24.339094,376414
24.659672,376415
24.802708,376416
24.49243,376417
23.755867,376418
23.664713,376419
23.633795,376420
23.344917,376421
23.242828,376422
23.248522,376423
22.488398,376424
21.903145,376425
21.348928,376426
21.650932,376427
21.16672,376428
20.816282,376429
20.437107,376430
20.389612,376431
20.563143,376432
20.656221,376433
20.740314,376434
20.641525,376435
20.61596,376436
20.702932,376437
20.573677,376438
21.064116,376439
21.174358,376440
21.015368,376441
20.458529,376442
20.24873,376443
20.447187,376444
20.501822,376445
20.489666,376446
20.47359,376447
20.39972,376448
20.3301,376449
20.306847,376450
20.671227,376451
20.596516,376452
20.162601,376453
20.155495,376454
19.797485,376455
19.295824,376456
19.129992,376457
18.62568,376458
18.17251,376459
17.017044,376460
16.792004,376461
16.155405,376462
15.045116,376463
14.748772,376464
14.013862,376465
27.067825,376466
27.110952,376467
27.221653,376468
27.130278,376469
26.912487,376470
26.300907,376471
26.390184,376472
26.290804,376473
