contest-tmp2m-14d__tmp2m,index
27.059431893781625,375734
28.221450210094314,375735
28.221450210094314,375736
28.221450210094314,375737
28.221450210094314,375738
28.221450210094314,375739
28.221450210094314,375740
28.221450210094314,375741
28.221450210094314,375742
28.221450210094314,375743
28.221450210094314,375744
28.221450210094314,375745
28.221450210094314,375746
28.221450210094314,375747
28.221450210094314,375748
28.221450210094314,375749
28.221450210094314,375750
28.221450210094314,375751
28.15583591504203,375752
28.15583591504203,375753
28.044645187700706,375754
27.944041954325353,375755
28.044645187700706,375756
27.944041954325353,375757
27.893107204912926,375758
27.22016130587163,375759
26.963101418383335,375760
26.821385887207054,375761
26.352077064158696,375762
24.774527323787016,375763
23.639216135555454,375764
23.185282354216792,375765
23.185282354216792,375766
23.185282354216792,375767
23.185282354216792,375768
23.185282354216792,375769
23.2535160008261,375770
23.26402956279171,375771
23.26402956279171,375772
23.26402956279171,375773
23.26402956279171,375774
23.26402956279171,375775
23.26402956279171,375776
23.26402956279171,375777
23.26402956279171,375778
23.26402956279171,375779
23.26402956279171,375780
23.26402956279171,375781
23.065309282087515,375782
21.759837898326712,375783
21.4021203974397,375784
20.880795054442498,375785
20.880795054442498,375786
20.84550411718369,375787
20.81398576700541,375788
20.608615105523842,375789
20.345759772328382,375790
20.253874832884588,375791
19.976877147323922,375792
19.777147617735874,375793
18.735832383976284,375794
27.059431893781625,375795
28.221450210094314,375796
28.221450210094314,375797
28.221450210094314,375798
28.221450210094314,375799
28.221450210094314,375800
28.221450210094314,375801
28.221450210094314,375802
28.221450210094314,375803
28.221450210094314,375804
28.221450210094314,375805
28.221450210094314,375806
28.221450210094314,375807
28.221450210094314,375808
28.221450210094314,375809
28.221450210094314,375810
28.221450210094314,375811
28.15583591504203,375812
28.15583591504203,375813
28.15583591504203,375814
28.044645187700706,375815
27.944041954325353,375816
28.044645187700706,375817
27.944041954325353,375818
27.937265584686084,375819
27.606824137241613,375820
27.467002045298184,375821
26.886379161898358,375822
26.70779500526835,375823
25.565840557067514,375824
